timestamp;process_stage;active_power_mw;reactive_power_mvar;power_factor;electrode_current_1_ka;electrode_current_2_ka;electrode_current_3_ka;arc_voltage_v;short_circuit_current_ka;electrode_impedance_1_mohm;electrode_impedance_2_mohm;electrode_impedance_3_mohm;harmonic_distortion_percent;flicker_severity;bath_temperature_c;roof_temperature_c;exhaust_gas_temp_c;cooling_water_temp_in_c;cooling_water_temp_out_c;refractory_wear_rate_mm_per_heat;heat_loss_through_walls_mw;carbon_content_percent;silicon_content_percent;manganese_content_percent;phosphorus_content_percent;sulfur_content_percent;oxygen_activity_ppm;nitrogen_content_ppm;hydrogen_content_ppm;aluminum_content_percent;offgas_flow_rate_knm3_per_h;co_content_percent;co2_content_percent;h2_content_percent;o2_content_percent;dust_content_g_per_m3;baghouse_differential_pressure_pa;slag_basicity;feo_content_in_slag_percent;mgo_content_in_slag_percent;slag_viscosity_pa_s;slag_temperature_c;slag_weight_tons;electrode_consumption_rate_kg_per_t;electrode_position_1_mm;electrode_position_2_mm;electrode_position_3_mm;furnace_pressure_pa;vibration_level_mm_per_s;specific_energy_consumption_kwh_per_t;oxygen_injection_rate_nm3_per_min;carbon_injection_rate_kg_per_min;lime_injection_rate_kg_per_min;scrap_to_hot_metal_ratio;arc_noise_level_db;frequency_spectrum_100hz_db;frequency_spectrum_1000hz_db;frequency_spectrum_5000hz_db;wall_refractory_thickness_mm;hearth_refractory_thickness_mm;heats_since_relining;expected_remaining_heats;efficiency_percent
2025-01-01 18:40:00;charging;80.42;46.6;0.796;37.4;40.0;34.21;359.3;75.5;3.281;3.227;3.996;7.3;4.14;1602.5;686.6;1499.7;23.8;56.6;0.715;16.35;0.06;0.131;0.106;0.019;0.0123;364.3;124.2;3.75;0.0235;189.8;75.9;15.6;6.8;1.29;26.27;1436.0;3.0;20.5;7.9;0.359;1572.7;34.6;1.74;830.0;776.0;1026.0;-12.9;4.45;364.4;41.9;180.3;88.8;0.673;108.2;114.2;81.1;65.0;612.0;631.0;2186;424;61.18
2025-01-01 18:45:00;charging;92.43;50.68;0.903;42.52;42.19;48.12;458.6;122.4;3.592;2.763;3.181;10.25;1.26;1595.5;963.8;1459.0;26.1;49.6;0.824;18.93;0.092;0.194;0.221;0.0141;0.0072;579.5;138.1;4.97;0.0308;147.2;67.1;17.5;6.7;0.93;21.55;1394.0;2.61;9.5;7.5;0.38;1560.0;35.5;1.37;830.0;792.0;658.0;-15.6;3.82;406.3;44.2;254.9;79.1;0.886;102.2;99.2;85.8;77.5;323.0;523.0;1030;754;71.86
2025-01-01 18:50:00;reduction;95.04;50.35;0.813;47.36;42.95;44.02;395.5;126.3;3.157;3.432;3.098;4.22;6.37;1628.1;768.2;1429.9;21.8;41.2;0.967;15.75;0.114;0.167;0.249;0.0124;0.0077;527.2;157.0;5.35;0.0204;178.2;51.1;14.8;5.5;1.68;23.86;1251.0;2.73;21.2;5.4;0.296;1579.6;65.3;2.13;736.0;816.0;790.0;-18.5;4.87;392.0;31.5;184.0;117.8;0.726;106.9;104.9;72.8;72.1;390.0;717.0;783;759;68.36
2025-01-01 18:55:00;melting;78.43;44.13;0.871;36.03;47.14;39.87;348.8;128.5;2.742;3.472;3.23;11.7;5.33;1543.0;600.6;1424.7;24.1;43.6;0.692;13.04;0.09;0.091;0.228;0.0169;0.0143;465.1;101.0;4.54;0.0272;184.1;72.8;15.6;8.4;1.08;19.53;1413.0;2.88;21.9;9.9;0.316;1589.6;56.0;1.78;969.0;996.0;423.0;-19.7;2.6;352.1;29.7;199.6;99.2;0.726;120.8;105.3;74.1;48.8;211.0;582.0;1071;1052;64.18
2025-01-01 19:00:00;reduction;84.11;48.13;0.889;41.56;44.51;39.92;402.7;114.4;2.482;3.336;3.489;13.57;2.3;1611.7;859.8;1467.6;26.3;53.6;0.833;16.43;0.105;0.032;0.297;0.0143;0.0175;358.1;145.3;2.92;0.025;187.1;78.1;11.9;8.4;1.17;21.6;1235.0;3.3;20.0;6.1;0.285;1587.5;33.2;1.58;783.0;1110.0;813.0;-8.7;3.0;400.2;34.0;180.5;148.0;0.641;111.7;85.0;72.0;80.2;500.0;690.0;1109;664;60.0
2025-01-01 19:05:00;tapping;89.73;47.96;0.882;48.04;49.93;45.3;308.1;109.1;2.708;3.219;2.567;5.63;4.91;1608.7;903.0;1439.5;24.3;40.9;0.851;16.76;0.062;0.187;0.324;0.0148;0.0171;336.7;126.5;6.83;0.028;158.8;68.8;15.9;8.6;0.96;18.82;982.0;2.57;30.9;7.0;0.229;1558.0;47.3;1.6;807.0;1290.0;663.0;-7.8;4.02;346.2;41.3;207.7;128.1;0.512;123.1;76.0;58.8;66.1;371.0;532.0;2399;342;61.33
2025-01-01 19:10:00;reduction;78.71;51.99;0.958;45.4;43.06;49.45;396.6;139.7;3.654;2.405;3.52;10.31;5.03;1551.1;909.6;1525.9;28.5;43.1;1.23;17.71;0.067;0.107;0.224;0.0137;0.0085;325.3;116.5;7.74;0.0229;176.8;71.9;18.9;7.1;1.27;18.45;1104.0;2.58;29.2;8.7;0.33;1521.0;39.9;1.89;1099.0;715.0;713.0;-17.4;2.02;338.7;38.8;165.2;108.4;0.641;133.5;113.2;80.6;80.7;526.0;623.0;1364;884;74.91
2025-01-01 19:15:00;melting;82.68;50.96;0.932;48.84;55.38;45.99;450.9;139.6;3.625;3.151;3.456;7.86;3.87;1642.9;774.1;1760.1;24.9;51.8;0.884;13.68;0.081;0.077;0.321;0.0204;0.0129;548.0;140.4;2.95;0.0286;187.0;52.7;13.6;10.9;1.39;21.77;1284.0;2.45;25.8;6.1;0.404;1555.0;31.8;1.97;661.0;1219.0;1027.0;-20.8;3.49;400.2;27.4;186.2;192.1;0.792;110.4;82.6;69.2;54.8;391.0;688.0;935;393;63.97
2025-01-01 19:20:00;tapping;80.02;47.41;0.882;53.36;40.55;47.05;373.1;108.0;3.226;3.541;3.034;8.16;3.51;1633.7;767.9;1402.2;23.0;46.7;0.813;14.65;0.078;0.226;0.122;0.0101;0.0141;492.1;192.5;3.1;0.0178;180.7;70.8;19.7;7.9;0.98;24.44;1315.0;2.63;20.3;6.7;0.26;1585.5;57.1;1.77;980.0;649.0;933.0;-15.5;2.83;392.7;36.3;179.3;97.6;0.667;111.6;67.1;54.2;67.8;612.0;644.0;990;297;71.91
2025-01-01 19:25:00;reduction;86.33;41.87;0.908;39.86;35.61;43.98;307.3;125.8;3.2;3.301;2.506;6.6;5.69;1633.1;943.0;1139.6;29.9;48.4;0.708;17.41;0.11;0.115;0.142;0.017;0.0159;441.4;110.1;6.54;0.0167;184.8;68.9;16.3;10.5;1.24;17.71;1344.0;2.23;26.1;9.5;0.152;1561.2;39.5;2.26;903.0;637.0;718.0;-13.0;3.41;290.4;44.2;249.9;85.1;0.765;119.5;72.2;58.7;70.8;439.0;722.0;751;706;60.0
2025-01-01 19:30:00;oxidation;94.91;47.46;0.902;54.42;44.18;48.6;329.0;122.4;3.95;2.807;3.879;7.28;2.79;1653.3;798.2;1397.2;31.7;56.4;0.374;15.51;0.022;0.111;0.279;0.0308;0.0093;378.4;112.6;2.59;0.0234;152.0;73.9;20.1;6.0;1.44;18.36;1389.0;3.45;20.0;10.1;0.14;1586.9;38.1;1.1;726.0;769.0;1012.0;-22.0;3.89;408.8;38.5;182.3;153.0;0.739;106.4;85.9;45.6;47.8;455.0;506.0;1066;984;60.0
2025-01-01 19:35:00;charging;83.79;53.89;0.916;52.41;58.16;43.16;336.5;138.5;2.928;2.865;2.884;4.52;2.63;1661.6;716.7;1285.6;28.9;48.7;1.017;15.72;0.07;0.111;0.304;0.025;0.0075;548.8;102.7;6.19;0.0173;197.0;81.2;14.6;7.5;1.37;18.59;1364.0;2.29;21.5;6.2;0.303;1551.3;43.4;2.09;798.0;882.0;872.0;-12.5;3.64;417.0;27.7;224.9;130.6;0.709;116.9;54.2;82.1;74.5;545.0;724.0;1914;996;60.0
2025-01-01 19:40:00;charging;81.57;40.0;0.867;53.96;48.97;51.51;350.3;126.7;3.243;2.197;3.183;10.16;6.21;1653.5;789.2;1488.8;25.2;53.7;0.8;12.51;0.019;0.221;0.226;0.0066;0.0191;314.5;92.4;7.35;0.0133;193.6;59.2;9.1;3.7;1.42;20.25;1082.0;2.65;25.0;7.5;0.337;1579.5;37.1;2.33;767.0;718.0;746.0;-10.6;2.36;334.1;41.7;120.0;132.7;0.731;125.6;91.7;74.5;61.2;417.0;610.0;891;220;60.0
2025-01-01 19:45:00;oxidation;83.11;51.43;0.883;41.04;46.58;50.97;401.3;139.7;3.171;3.474;3.593;7.82;3.91;1587.2;725.2;1329.0;27.5;58.0;0.797;13.54;0.113;0.177;0.249;0.0201;0.0158;529.6;108.9;2.99;0.0296;210.0;76.6;10.7;10.9;1.17;12.16;1413.0;3.17;19.6;10.0;0.233;1562.7;44.4;1.64;980.0;800.0;766.0;-20.3;2.41;355.3;42.9;131.3;96.2;0.565;113.9;91.5;73.7;61.5;407.0;688.0;610;453;60.0
2025-01-01 19:50:00;charging;85.16;49.88;0.896;39.18;49.42;53.03;383.4;105.7;2.949;3.557;3.455;12.46;4.93;1637.9;869.0;1492.0;27.1;44.2;1.148;9.6;0.006;0.093;0.255;0.0158;0.008;557.2;89.3;3.25;0.0317;173.7;71.6;15.0;7.6;1.17;19.2;1239.0;2.94;30.4;8.1;0.242;1576.0;51.9;1.43;698.0;1061.0;942.0;-9.1;3.82;360.8;26.6;186.7;148.4;0.739;127.7;98.0;74.2;64.9;413.0;625.0;2364;697;60.0
2025-01-01 19:55:00;reduction;85.78;54.31;0.871;43.13;47.51;45.23;354.6;129.6;3.863;4.084;3.944;10.27;4.14;1621.5;694.7;1555.0;27.8;48.1;0.888;16.86;0.076;0.124;0.231;0.0189;0.0106;480.4;103.0;3.08;0.0241;205.3;62.2;14.3;8.0;1.25;13.02;937.0;3.26;21.8;7.5;0.126;1579.4;42.3;2.08;693.0;830.0;971.0;-15.7;5.54;355.8;31.0;132.9;102.8;0.827;133.9;94.0;75.5;52.8;445.0;635.0;2116;1007;71.66
2025-01-01 20:00:00;oxidation;91.88;60.69;0.845;41.09;47.61;42.6;338.4;105.8;3.338;3.368;3.446;9.76;4.01;1578.7;800.4;1422.9;22.0;56.2;1.051;18.04;0.11;0.144;0.261;0.0148;0.0056;456.9;190.3;3.97;0.0311;152.1;67.4;15.5;9.7;1.03;14.48;820.0;2.58;26.5;7.1;0.293;1612.2;39.1;1.88;1013.0;754.0;598.0;-11.4;4.3;352.7;32.5;163.0;115.4;0.743;106.3;73.7;65.7;68.5;447.0;590.0;433;317;62.49
2025-01-01 20:05:00;charging;74.45;39.66;0.921;42.98;55.06;52.28;407.5;109.0;3.663;2.726;2.987;9.54;4.25;1618.9;886.0;1570.3;24.2;47.3;0.977;13.39;0.04;0.184;0.379;0.0045;0.0131;548.4;132.4;3.68;0.0057;205.7;62.7;13.6;9.7;1.16;13.14;1041.0;2.76;24.5;7.0;0.38;1567.7;49.9;1.79;736.0;1064.0;824.0;-14.6;2.8;354.6;13.3;157.9;81.0;0.607;124.0;65.7;53.6;54.5;366.0;523.0;591;277;60.0
2025-01-01 20:10:00;oxidation;82.83;40.23;0.822;48.97;39.61;36.19;340.8;125.4;3.136;2.935;3.658;8.69;5.62;1641.6;1114.3;1576.9;23.2;42.9;0.697;12.6;0.059;0.039;0.231;0.0145;0.0111;333.3;161.6;3.37;0.0078;183.3;68.8;16.7;9.8;1.05;14.37;1271.0;3.56;20.7;8.2;0.41;1530.8;25.0;1.61;701.0;1043.0;852.0;-21.0;2.7;377.4;42.7;186.7;108.4;0.771;139.1;84.6;65.6;67.0;391.0;648.0;1081;997;70.58
2025-01-01 20:15:00;melting;86.98;46.48;0.924;43.33;38.74;40.76;372.4;114.3;3.312;3.314;2.915;8.81;3.36;1614.1;840.8;1650.8;22.0;49.4;0.604;19.6;0.067;0.187;0.362;0.0125;0.0064;351.9;97.5;3.55;0.0295;195.2;59.7;17.1;9.4;1.03;22.54;1352.0;2.73;29.7;6.4;0.26;1646.8;48.7;2.03;626.0;610.0;1050.0;-10.6;3.62;436.9;43.5;229.6;110.5;0.725;109.5;97.5;83.2;40.5;544.0;387.0;1350;615;70.77
2025-01-01 20:20:00;tapping;82.73;42.62;0.943;45.29;44.4;48.11;359.3;127.8;2.961;2.517;3.158;7.72;5.14;1630.1;786.7;1414.2;27.5;51.9;0.835;16.77;0.105;0.146;0.198;0.0186;0.0104;482.9;73.1;4.97;0.014;237.2;71.8;10.5;9.3;1.78;17.28;1266.0;2.95;22.0;4.1;0.334;1567.1;51.8;1.67;989.0;756.0;662.0;-16.1;3.32;368.4;35.5;121.6;101.4;0.606;129.2;91.4;74.9;58.2;426.0;724.0;2540;549;64.05
2025-01-01 20:25:00;melting;84.51;35.17;0.91;44.29;52.43;41.8;357.9;123.9;3.122;2.916;3.695;8.77;2.79;1625.5;914.9;1482.9;23.2;46.6;0.726;12.72;0.05;0.23;0.247;0.0088;0.0223;487.6;81.9;3.47;0.0223;166.8;59.3;16.5;7.3;1.35;22.66;1336.0;2.6;25.2;8.3;0.166;1564.9;50.1;1.89;950.0;831.0;987.0;-7.1;4.12;355.9;46.0;234.1;131.4;0.884;109.8;90.1;75.6;65.0;280.0;665.0;2373;354;60.0
2025-01-01 20:30:00;reduction;88.98;47.93;0.913;44.21;45.67;36.74;386.8;128.1;3.207;3.492;2.928;11.98;2.49;1635.7;719.8;1234.3;25.4;54.2;0.469;15.15;0.099;0.162;0.252;0.0088;0.0195;418.6;110.0;5.69;0.0152;176.9;63.2;19.7;6.7;1.25;17.48;929.0;3.13;18.4;8.3;0.302;1604.5;38.2;1.98;796.0;653.0;734.0;-11.3;3.54;342.0;40.7;185.2;132.3;0.754;124.0;71.4;88.1;64.2;504.0;755.0;1699;1189;60.0
2025-01-01 20:35:00;melting;82.88;43.01;0.896;48.12;39.46;44.23;450.0;126.7;3.063;3.373;2.771;9.09;4.19;1609.4;888.6;1425.8;25.7;37.9;0.727;12.93;0.11;0.171;0.314;0.0102;0.0141;506.7;136.2;4.03;0.0358;189.3;59.1;15.3;12.0;1.21;18.2;1078.0;2.73;26.0;8.9;0.181;1552.9;49.1;1.31;757.0;847.0;806.0;-14.6;1.21;385.5;36.1;194.1;164.5;0.787;108.8;89.0;76.7;64.9;400.0;718.0;2644;263;61.94
2025-01-01 20:40:00;tapping;84.95;48.64;0.864;40.12;50.87;39.35;354.5;115.0;2.61;3.143;3.21;8.33;5.06;1628.9;1035.3;1502.1;18.2;51.3;0.813;12.35;0.058;0.155;0.386;0.0185;0.0205;486.3;111.9;4.29;0.0402;181.0;63.5;16.6;10.2;1.64;20.96;1249.0;3.22;12.7;8.9;0.296;1586.6;44.8;1.95;898.0;896.0;1047.0;-17.7;2.36;391.3;50.4;214.3;142.3;0.549;118.0;93.8;73.0;68.1;345.0;548.0;734;889;60.0
2025-01-01 20:45:00;oxidation;92.68;41.42;0.909;43.5;55.9;45.6;410.0;125.8;3.212;3.034;2.412;5.12;3.78;1574.7;786.6;1479.3;21.2;47.4;0.791;18.36;0.092;0.18;0.308;0.0144;0.0192;685.5;130.0;2.54;0.0303;168.5;69.2;13.5;9.0;1.48;19.2;991.0;2.01;36.6;9.9;0.218;1568.7;52.1;1.52;896.0;1045.0;1175.0;-18.6;2.66;368.5;28.6;140.7;106.6;0.679;114.8;102.3;60.8;79.3;512.0;594.0;2564;671;60.0
2025-01-01 20:50:00;tapping;79.63;49.82;0.854;38.84;49.32;37.89;371.5;124.5;2.997;4.078;3.26;7.96;3.76;1628.0;844.4;1182.1;17.4;46.0;0.615;17.56;0.143;0.22;0.113;0.0201;0.0098;399.9;129.9;3.99;0.0352;197.5;63.8;12.8;3.6;1.17;16.33;1423.0;2.33;28.5;7.9;0.316;1579.1;48.2;2.24;719.0;795.0;535.0;-16.7;3.17;306.0;26.5;185.5;134.4;0.834;111.7;104.7;89.8;73.8;542.0;709.0;2034;777;60.0
2025-01-01 20:55:00;oxidation;59.99;52.91;0.874;42.94;50.46;44.05;423.2;122.9;3.472;3.271;2.339;7.79;4.02;1657.3;889.6;1593.3;25.3;53.3;0.98;18.62;0.105;0.046;0.127;0.0128;0.011;604.7;140.8;5.1;0.0097;181.1;77.0;15.2;6.3;1.82;25.34;971.0;3.1;29.0;7.3;0.279;1594.8;44.7;1.87;905.0;697.0;796.0;-17.1;3.48;385.2;25.4;244.7;171.2;0.762;121.8;74.0;84.7;66.5;519.0;524.0;831;742;68.22
2025-01-01 21:00:00;melting;66.44;63.66;0.848;50.27;40.15;52.2;394.8;136.0;3.045;3.842;3.941;5.51;3.8;1601.2;1031.7;1642.5;23.1;47.8;0.599;20.97;0.121;0.13;0.135;0.0226;0.0049;394.7;108.9;8.29;0.0133;206.2;58.9;12.3;8.5;1.23;18.58;1704.0;2.5;21.2;5.4;0.27;1580.1;40.3;1.42;591.0;816.0;757.0;-19.2;3.45;332.1;31.2;180.3;122.2;0.769;100.7;87.0;74.3;61.0;213.0;738.0;1422;229;60.0
2025-01-01 21:05:00;charging;103.62;33.83;0.843;38.0;48.67;47.76;384.7;112.3;3.32;3.251;3.011;11.27;2.59;1609.0;877.3;1298.4;27.6;51.7;0.674;9.67;0.072;0.091;0.264;0.008;0.0128;295.1;114.9;6.19;0.0136;149.1;48.6;21.5;8.8;0.89;19.31;1362.0;2.71;19.8;9.0;0.17;1577.8;42.5;1.93;886.0;897.0;882.0;-8.5;3.78;379.9;43.8;247.2;186.0;0.899;118.4;76.5;72.9;62.1;315.0;431.0;497;804;72.69
2025-01-01 21:10:00;reduction;73.75;31.47;0.826;50.41;42.5;53.46;391.7;123.6;3.57;3.598;2.754;8.92;4.04;1623.3;855.2;1532.9;28.5;46.8;0.876;14.24;0.136;0.091;0.304;0.0087;0.0085;403.6;129.1;5.66;0.0385;195.1;45.0;17.7;8.4;0.79;15.06;1163.0;2.62;23.5;7.3;0.403;1596.0;40.7;1.44;994.0;1144.0;834.0;-19.0;2.58;351.0;36.1;184.1;164.1;0.801;104.4;75.9;77.0;70.6;413.0;737.0;906;892;60.0
2025-01-01 21:15:00;reduction;88.89;51.75;0.816;40.75;39.08;48.55;408.4;121.3;2.935;3.592;3.886;8.59;5.35;1627.6;642.7;1454.2;18.6;37.1;0.808;13.16;0.112;0.166;0.219;0.0187;0.0146;347.7;119.2;6.73;0.0069;181.8;57.8;14.1;7.2;1.45;16.69;1046.0;2.82;16.0;9.9;0.25;1579.1;44.6;1.58;790.0;842.0;1134.0;-11.7;4.61;388.5;32.6;145.2;132.2;0.745;100.9;79.6;73.4;71.5;402.0;475.0;2382;597;60.0
2025-01-01 21:20:00;reduction;65.53;48.8;0.799;44.48;43.96;38.18;314.8;115.7;3.058;3.034;3.539;8.19;4.78;1643.8;922.8;1534.9;25.9;52.2;0.806;16.5;0.102;0.152;0.288;0.01;0.008;536.0;90.3;5.2;0.0322;161.4;65.2;17.8;8.0;0.91;15.72;1351.0;2.6;22.0;7.2;0.138;1580.0;35.1;2.12;669.0;999.0;1055.0;-13.6;4.32;366.6;33.2;171.4;118.9;0.756;119.8;68.9;82.0;64.2;581.0;558.0;382;1163;66.84
2025-01-01 21:25:00;melting;68.32;49.68;0.794;40.81;42.88;32.17;413.0;88.0;3.937;2.885;3.844;8.87;3.44;1676.0;781.4;1473.4;26.7;46.4;0.864;13.46;0.105;0.164;0.247;0.0128;0.0119;503.8;128.2;4.13;0.028;152.1;70.6;15.9;5.6;0.88;24.37;884.0;2.55;12.0;10.9;0.124;1605.3;48.0;2.18;910.0;1067.0;761.0;-13.6;2.16;438.4;40.0;190.2;118.2;0.84;126.1;106.7;86.8;62.6;367.0;534.0;1498;213;66.23
2025-01-01 21:30:00;oxidation;85.42;43.52;0.932;52.18;43.75;47.93;349.2;143.5;2.972;2.73;3.629;6.75;2.77;1633.6;766.1;1279.6;25.2;49.2;0.712;10.85;0.1;0.127;0.166;0.0138;0.0105;403.5;107.2;4.44;0.0061;161.5;66.0;15.5;7.5;1.43;25.14;1314.0;2.81;27.9;12.6;0.271;1578.7;44.1;1.73;725.0;739.0;737.0;-16.3;4.07;382.9;40.3;204.7;120.9;0.672;94.0;64.0;92.5;59.9;419.0;570.0;2207;914;73.58
2025-01-01 21:35:00;oxidation;84.14;47.96;0.854;47.93;40.06;37.65;348.2;108.1;3.595;3.166;3.019;8.96;2.69;1625.2;931.6;1552.3;24.8;59.0;0.993;14.0;0.033;0.232;0.334;0.0174;0.012;287.0;134.6;5.23;0.0174;171.4;59.7;13.8;8.0;1.67;19.54;992.0;2.35;21.7;4.5;0.305;1594.6;41.3;1.83;940.0;749.0;984.0;-9.6;4.97;331.7;38.5;129.2;67.7;0.726;124.3;100.0;77.0;74.6;415.0;673.0;1521;930;60.0
2025-01-01 21:40:00;charging;89.25;36.21;0.812;45.39;46.04;50.75;305.8;95.6;4.102;3.312;3.241;9.3;3.58;1631.8;970.6;1499.8;26.8;48.3;0.824;12.94;0.139;0.15;0.361;0.0174;0.0027;324.1;110.6;7.27;0.0237;164.5;64.9;17.2;9.0;1.52;18.34;1184.0;2.71;22.5;7.0;0.282;1565.4;46.0;2.1;795.0;929.0;961.0;-25.7;3.4;351.6;31.4;128.4;133.9;0.727;111.9;76.6;55.3;64.0;564.0;632.0;638;930;60.0
2025-01-01 21:45:00;oxidation;91.21;58.74;0.855;35.66;47.72;45.22;395.4;129.3;3.835;3.25;2.977;1.95;4.67;1591.5;795.7;1486.5;27.0;52.9;1.185;11.66;0.087;0.162;0.376;0.0155;0.0106;347.6;158.8;3.12;0.0082;204.2;54.1;17.1;8.1;1.11;19.94;1396.0;2.93;20.0;5.1;0.225;1576.6;39.9;1.95;714.0;662.0;667.0;-14.7;3.63;366.2;22.7;176.4;171.6;0.712;92.4;124.9;104.6;54.3;361.0;468.0;1579;896;77.0
2025-01-01 21:50:00;melting;77.82;53.77;0.912;46.08;34.02;41.58;419.3;105.9;3.527;2.912;2.683;4.9;4.03;1603.8;850.6;1524.7;25.1;49.8;0.742;17.43;0.075;0.176;0.324;0.0154;0.0136;393.4;149.9;5.94;0.0265;157.2;57.5;17.9;5.8;1.5;19.31;1236.0;2.35;19.8;9.0;0.264;1561.9;56.8;1.47;683.0;811.0;692.0;-19.7;4.14;353.0;41.4;204.5;142.7;0.735;100.0;81.6;83.9;60.8;530.0;672.0;1188;557;70.3
2025-01-01 21:55:00;oxidation;96.14;32.57;0.817;51.91;47.7;42.49;315.6;139.2;3.005;3.336;3.278;7.82;4.1;1564.1;963.8;1467.2;23.3;53.0;0.773;10.31;0.065;0.139;0.197;0.0095;0.0137;408.6;123.1;6.2;0.0227;173.3;71.1;16.2;11.8;1.13;14.47;1031.0;3.26;15.6;9.9;0.206;1589.7;40.0;1.69;1066.0;1410.0;578.0;-12.3;2.56;367.5;35.1;213.6;157.3;0.435;121.6;94.5;79.1;74.8;498.0;657.0;2680;1014;69.97
2025-01-01 22:00:00;tapping;92.58;53.27;0.925;48.28;56.48;44.34;424.3;140.9;3.227;3.607;3.296;4.86;4.25;1638.3;785.4;1508.0;27.5;51.0;0.838;10.25;0.115;0.17;0.239;0.0125;0.0116;366.0;147.8;4.39;0.0213;184.5;74.7;19.2;7.5;1.57;19.83;1168.0;2.18;16.3;10.6;0.395;1581.8;46.4;1.5;697.0;976.0;722.0;-11.6;3.39;382.0;42.7;231.0;115.1;0.69;114.9;93.5;85.1;87.0;509.0;691.0;1080;414;68.81
2025-01-01 22:05:00;reduction;96.4;36.09;0.844;44.81;37.83;44.26;414.1;118.5;3.578;3.221;2.989;10.04;4.48;1603.4;900.8;1254.8;20.9;47.3;0.717;17.11;0.079;0.109;0.255;0.0129;0.0173;406.5;119.4;4.4;0.0238;168.9;67.0;19.1;8.5;1.53;15.39;1214.0;3.01;20.7;9.0;0.237;1553.6;66.9;1.3;838.0;867.0;950.0;-15.6;3.69;468.0;41.5;194.3;122.7;0.805;121.4;76.8;57.7;57.6;366.0;942.0;1966;338;67.58
2025-01-01 22:10:00;charging;93.14;30.84;0.872;49.23;58.71;49.45;432.8;124.4;2.425;2.53;2.984;8.77;3.59;1610.8;950.9;1693.9;24.6;42.1;1.042;10.16;0.092;0.129;0.167;0.0146;0.0125;626.0;97.5;3.98;0.0364;148.7;52.6;14.6;6.3;1.2;18.15;1198.0;3.06;20.4;9.6;0.264;1623.4;43.7;2.0;1101.0;806.0;668.0;-18.3;3.23;335.7;31.4;214.5;123.8;0.736;115.4;69.7;71.3;63.2;586.0;442.0;807;970;73.88
2025-01-01 22:15:00;melting;93.72;51.92;0.891;51.75;44.81;45.71;433.3;127.6;3.244;2.771;2.355;6.52;3.46;1624.8;825.9;1659.7;23.5;57.5;1.045;14.68;0.125;0.16;0.254;0.0141;0.0112;545.6;89.5;4.74;0.0304;142.4;71.2;11.0;7.5;1.31;18.68;1079.0;2.23;32.1;7.0;0.154;1532.3;51.4;1.47;851.0;794.0;837.0;-19.6;4.1;465.8;19.1;177.3;136.0;0.711;113.7;103.2;75.5;69.5;449.0;740.0;896;246;60.78
2025-01-01 22:20:00;oxidation;87.98;38.94;0.87;42.74;54.02;48.7;357.4;103.5;3.982;4.001;3.834;5.75;2.81;1628.8;982.2;1480.4;26.1;48.9;0.677;13.94;0.118;0.161;0.282;0.0065;0.0084;306.9;115.9;5.99;0.02;186.9;67.1;18.0;3.6;1.22;23.54;1496.0;2.08;30.0;10.0;0.278;1596.9;43.4;2.09;1028.0;1105.0;742.0;-16.9;5.27;414.9;38.9;190.0;154.7;0.388;124.2;74.3;79.8;64.3;420.0;641.0;2141;543;60.0
2025-01-01 22:25:00;reduction;75.25;34.9;0.913;52.95;37.68;46.68;424.1;142.8;2.868;3.074;3.738;11.72;2.63;1633.4;719.0;1263.6;23.8;49.7;0.978;20.63;0.051;0.16;0.187;0.0186;0.0121;540.9;97.5;3.0;0.0294;198.6;63.0;14.6;7.8;0.81;13.65;751.0;3.05;27.6;6.9;0.243;1597.2;38.1;2.23;1242.0;771.0;920.0;-23.5;4.13;309.4;42.5;204.5;119.7;0.723;105.7;85.9;75.2;64.1;403.0;640.0;1532;874;60.0
2025-01-01 22:30:00;reduction;91.72;44.43;0.941;47.33;44.52;44.24;354.8;124.2;3.417;3.279;4.048;6.87;3.3;1578.3;765.4;1256.5;25.5;50.0;0.763;16.32;0.042;0.231;0.219;0.0122;0.0196;353.1;120.8;4.31;0.0367;155.8;74.8;14.3;9.4;1.89;16.93;1159.0;3.27;22.1;8.2;0.219;1595.4;48.5;1.65;910.0;975.0;786.0;-16.3;2.17;281.1;44.8;210.9;144.4;0.664;112.4;86.0;79.2;69.0;472.0;760.0;2412;652;60.0
2025-01-01 22:35:00;tapping;83.72;59.84;0.871;43.48;39.44;42.45;330.4;139.2;3.878;3.202;3.368;11.35;2.45;1640.6;847.6;1178.5;24.6;47.7;1.129;17.07;0.105;0.198;0.335;0.0086;0.0057;501.2;126.5;4.08;0.0276;187.0;53.9;17.2;12.4;1.49;15.55;1423.0;3.17;17.0;5.2;0.271;1529.6;34.8;1.41;819.0;796.0;1029.0;-9.4;3.22;418.7;39.3;103.6;111.8;0.865;116.3;77.8;90.2;73.6;408.0;541.0;1027;821;60.0
2025-01-01 22:40:00;charging;92.37;35.76;0.922;47.94;46.34;40.53;385.2;120.7;3.032;3.193;3.328;7.25;3.7;1601.5;893.4;1388.9;29.3;50.0;0.725;21.28;0.027;0.022;0.342;0.0173;0.0144;624.9;59.3;4.69;0.0112;187.4;70.3;18.9;9.1;1.09;16.04;1200.0;3.4;28.5;5.4;0.398;1586.3;28.1;1.64;855.0;978.0;723.0;-19.6;4.84;386.6;33.7;225.2;161.9;0.581;117.4;100.5;63.0;64.3;591.0;469.0;1001;631;60.0
